0.000000,2.588884
0.100000,2.578697
0.200000,2.583790
0.300000,2.581244
0.400000,2.565963
0.500000,2.611805
0.600000,2.815545
0.700000,2.991271
0.800000,3.370737
0.900000,3.569383
1.000000,3.661066
1.100000,3.734922
1.200000,3.770577
1.300000,3.803684
1.400000,3.818965
1.500000,3.831699
1.600000,3.826605
1.700000,3.816418
1.800000,3.798591
1.900000,3.750203
2.000000,3.673800
2.100000,3.515902
2.200000,3.291787
2.300000,3.103328
2.400000,2.820638
2.500000,2.599071
2.600000,2.527762
2.700000,2.461546
2.800000,2.428439
2.900000,2.415705
3.000000,2.476827
3.100000,2.713675
3.200000,2.942882
3.300000,3.403844
3.400000,3.569383
3.500000,3.671253
3.600000,3.750203
3.700000,3.801138
3.800000,3.796044
3.900000,3.813871
4.000000,3.816418
4.100000,3.818965
4.200000,3.811325
4.300000,3.796044
4.400000,3.770577
4.500000,3.683987
4.600000,3.520995
4.700000,3.345269
4.800000,3.228119
4.900000,3.082954
5.000000,2.861386
5.100000,2.731502
5.200000,2.670380
5.300000,2.756969
5.400000,2.983630
5.500000,3.281600
5.600000,3.526089
5.700000,3.650879
5.800000,3.714548
5.900000,3.737469
6.000000,3.770577
6.100000,3.796044
6.200000,3.813871
6.300000,3.811325
6.400000,3.808778
6.500000,3.801138
6.600000,3.778217
6.700000,3.694174
6.800000,3.538822
6.900000,3.332535
7.000000,3.146623
7.100000,3.004004
7.200000,2.835919
7.300000,2.703488
7.400000,2.667833
7.500000,2.843559
7.600000,3.116061
7.700000,3.429312
7.800000,3.648333
7.900000,3.755296
8.000000,3.783310
8.100000,3.801138
8.200000,3.829152
8.300000,3.834245
8.400000,3.852073
8.500000,3.862260
8.600000,3.839339
8.700000,3.806231
8.800000,3.722188
8.900000,3.546463
9.000000,3.268867
9.100000,3.009098
9.200000,2.795171
9.300000,2.769703
9.400000,2.728955
9.500000,2.787531
9.600000,2.874120
9.700000,2.863933
9.800000,2.815545
9.900000,2.973443
10.000000,3.296881
10.100000,3.549009
10.200000,3.694174
10.300000,3.752749
10.400000,3.775670
10.500000,3.778217
10.600000,3.778217
10.700000,3.783310
10.800000,3.785857
10.900000,3.788404
11.000000,3.778217
11.100000,3.773123
11.200000,3.734922
11.300000,3.678894
11.400000,3.566837
11.500000,3.401298
11.600000,3.215385
11.700000,2.975990
11.800000,2.787531
11.900000,2.762063
12.000000,2.706034
12.100000,2.672927
12.200000,2.734049
12.300000,2.988724
12.400000,3.426765
12.500000,3.683987
12.600000,3.775670
12.700000,3.783310
12.800000,3.796044
12.900000,3.798591
13.000000,3.790951
13.100000,3.788404
13.200000,3.793497
13.300000,3.790951
13.400000,3.780764
13.500000,3.770577
13.600000,3.729829
13.700000,3.658520
13.800000,3.526089
13.900000,3.383470
14.000000,3.223025
14.100000,3.113515
14.200000,3.014191
14.300000,2.746782
14.400000,2.670380
14.500000,2.767156
14.600000,2.981084
14.700000,3.294334
14.800000,3.612678
14.900000,3.729829
15.000000,3.745109
15.100000,3.745109
15.200000,3.757843
15.300000,3.747656
15.400000,3.742562
15.500000,3.734922
15.600000,3.724735
15.700000,3.689081
15.800000,3.633052
15.900000,3.528635
16.000000,3.355456
16.100000,3.184824
16.200000,3.011645
16.300000,2.853746
16.400000,2.756969
16.500000,2.746782
16.600000,2.866480
16.700000,3.062580
16.800000,3.375830
16.900000,3.566837
17.000000,3.643239
17.100000,3.663613
17.200000,3.673800
17.300000,3.663613
17.400000,3.645786
17.500000,3.638146
17.600000,3.620318
17.700000,3.612678
17.800000,3.582117
17.900000,3.518448
18.000000,3.439499
18.100000,3.317255
18.200000,3.075313
18.300000,2.777343
18.400000,2.731502
18.500000,2.723862
18.600000,2.784984
18.700000,3.189917
18.800000,3.370737
18.900000,3.577024
19.000000,3.683987
19.100000,3.701814
19.200000,3.709455
19.300000,3.696721
19.400000,3.686534
19.500000,3.673800
19.600000,3.643239
19.700000,3.599944
19.800000,3.485340
19.900000,3.289241
